,url,ref_no,pet_name,gender,status,description,address,address_clean,latitude,longitude,color,hex_color
36,https://www.pawboost.com/landing/pet/8Lrp41WFIBw2WQ7slf6GJIe-L65gJC99/lost-sebastian-castro-valley-ca-94578,5440526,Sebastian,Male,LOST,"Tabby with white chest and paws. 4 1/2 years old, neutered, 16 lbs., and friendly. No collar but does have a microchip.Contact tonyblueprint@yahoo.com. Thank You.","Near 167th Ave & President Dr. Castro Valley, CA 94578","Near+167th+Ave+and+President+Dr.+Castro+Valley,+CA+94578",37.6973139,-122.1008963,tabby,#D4C19E
37,https://www.pawboost.com/landing/pet/Mlply73vJEaO0M3vrNXzv3fv8dcngHjO/lost-gus-walnut-creek-ca-94595,5429782,Gus,Male,LOST,"White with black spots, black tail, pink nose","Rossmoor Walnut Creek, CA 94595","Rossmoor+Walnut+Creek,+CA+94595",37.8655663,-122.0666997,white,#FFFFFF
38,https://www.pawboost.com/landing/pet/8L5yF-e_92dODUG75m2lV2MRpG8kLlwl/lost-millhouse-hayward-ca-94541,5498727,Millhouse,Female,LOST,"Millhouse is a black cat. She is slightly older and larger than the photo, but recognizable by her somewhat crossed eyes. Likes to climb, but then sometimes has trouble getting down. Will meow for food. Unfortunately she lost her collar prior to straying. We miss her!","Near Langton Way & Harmony Dr Hayward, CA 94541","Near+Langton+Way+and+Harmony+Dr+Hayward,+CA+94541",37.6872634,-122.105587,black,#003366
39,https://www.pawboost.com/landing/pet/uoaXork2SD73o6gfRnuA5G_FYRGFC1fM/lost-topcat-richmond-ca-94806,5497135,Top Cat,Male,LOST,6 years old gray with stripes medium sized cat white hair in years neutered has a chip no collar,"Fairmede-Hilltop Richmond, CA 94806","Fairmede-Hilltop+Richmond,+CA+94806",37.9731224,-122.3305918,gray,#969888
40,https://www.pawboost.com/landing/pet/F8sUPaHZx8K5ZJh9ZquEo3D_FbUKCfB1/lost-bug-el-sobrante-ca-94803,5435373,Bug,Female,LOST,"white with gray splotches, pink nose, around 11 lbs, short hair.","El Sobrante El Sobrante, CA 94803","El+Sobrante+El+Sobrante,+CA+94803",37.9587253,-122.2767313,white,#FFFFFF
41,https://www.pawboost.com/landing/pet/qYPqa90y2KSoHK6IDWDaqv6Ir9mzTdQd/lost-boba-cherryland-ca-94541,5371373,Boba,Male,LOST,***STILL MISSING CAT IN HAYWARD ON BLOSSOM WAY near Santos St. $1000 REWARD FOR SAFE RETURN***My baby hasn’t come back home yet. His name is Boba. He escaped as soon as I opened my backdoor. ????????He lives on Blossom way near Santos st. He’s a boy (not neutered yet) with a teal collar. He hates wearing his collar so I wouldn’t be surprised if he took it off. Not microchipped. About a year old. Some orange on his face near his nose. Very friendly. Please help me find my baby ????,"Near Santos St & Blossom Way Cherryland, CA 94541","Near+Santos+St+and+Blossom+Way+Cherryland,+CA+94541",37.6784577,-122.1036324,other,#ADD8E6
42,https://www.pawboost.com/landing/pet/eFoen23pcN5y70dPsi7lom-jM6kvGY7V/lost-zelda-daly-city-ca-94014,5433053,Zelda,Female,LOST,"Missing Cat
Small black Bombay cat missing. Missing since February 28th 2019 evening. She is black but with white hair on her chest and between her legs. Her name is Zelda. She will respond to sound. She was last seen in Daly City. If you see her please call us at 415-763-9968. We are located at 630 price street. 
Please help us locate her! 
Thank you for any information about her!","Hillside Daly City, CA 94014","Hillside+Daly+City,+CA+94014",37.694996,-122.4608775,other,#ADD8E6
43,https://www.pawboost.com/landing/pet/P4NTkVnX05wWqOEcfaJarrIbaN2eSFRZ/lost-blaze-daly-city-ca-94014,5465345,Blaze,Male,LOST,White Bib and white paws with no collar.,"Hillside Daly City, CA 94014","Hillside+Daly+City,+CA+94014",37.694996,-122.4608775,white,#FFFFFF
44,https://www.pawboost.com/landing/pet/8KHR7Sn5mNAMZyyzx128duIZ-oiFFdaM/lost-gypsy-walnut-creek-ca-94595,5421735,Gypsy,Female,LOST,"Tuxedo cat with short back fur and white chest, underbelly, chin, and paws and yellow-green eyes.","Tice Valley Walnut Creek, CA 94595","Tice+Valley+Walnut+Creek,+CA+94595",37.8758671,-122.067272,black_white,#A9A9A9
45,https://www.pawboost.com/landing/pet/cuqcn2RI0H07oa9w3lcrw8xw86gh4Idd/lost-miyazaki-hayward-ca-94541,5424080,Miyazaki,Male,LOST,Tan tabby. Has a abnormal growth(1/2”-1/4”) on left side in front of back leg. Needs medicine. No coller or tags. Neutered,"Longwood/Winton Grove Hayward, CA 94541","Longwood/Winton+Grove+Hayward,+CA+94541",37.659947,-122.1107267,black_white,#A9A9A9
46,https://www.pawboost.com/landing/pet/kg9hhtp2PA7r_IrFbeXkLMToB9OFhtbv/lost-geordi-broadmoor-ca-94015,5509554,Geordi,Male,LOST,"black with white belly and paws, very friendly, sometimes shy","Near 87th St & Sullivan Ave Broadmoor, CA 94015","Near+87th+St+and+Sullivan+Ave+Broadmoor,+CA+94015",37.6932654,-122.4722503,black_white,#A9A9A9
47,https://www.pawboost.com/landing/pet/clOpC--ULzvxCLISnz3RLBay_bbDNesO/lost-gracie-castro-valley-ca-94546,5462004,Gracie,Female,LOST,Black & White - Domestic Short Hair,"Near Young Ave & Idena Ave Castro Valley, CA 94546","Near+Young+Ave+and+Idena+Ave+Castro+Valley,+CA+94546",37.6882268,-122.07097,black_white,#A9A9A9
48,https://www.pawboost.com/landing/pet/Croy1tzncd3b6RQ3eN9IwlcUl5iy3BFY/lost-temoo-hayward-ca-94544,5474589,Temoo,Male,LOST,gray Himalayan cat. Very cute.. I am heart brokern,"Burbank Hayward, CA 94544","Burbank+Hayward,+CA+94544",37.6651179,-122.0936861,gray,#969888
49,https://www.pawboost.com/landing/pet/JYHW-hyQi0Uez9fOTRcXfIgeTmiDXpAi/lost-princess-hercules-ca-94547,5370904,Princess,Female,LOST,Princess has white and tan long hair with black spots.,"The Astronauts Hercules, CA 94547","The+Astronauts+Hercules,+CA+94547",38.00674,-122.259717,white,#FFFFFF
50,https://www.pawboost.com/landing/pet/SkRedeqhDM85FjIk0QjKPF8o9pj2jPe7/lost-saunga-contra-costa-county-ca-94597,5412570,Saunga,Female,LOST,"Nervous, medium sized long haired. Big blue eyes, slightly crossed. Himalayan, older cat","Near Hudson Ave & Eccleston Ave Contra Costa County, CA 94597","Near+Hudson+Ave+and+Eccleston+Ave+Contra+Costa+County,+CA+94597",37.9313003,-122.0690258,other,#ADD8E6
51,https://www.pawboost.com/landing/pet/7FaPg9JDha5Wc-_8Th6xOv_z4XC2Yj0E/lost-buddy-walnut-creek-ca-94597,5441105,Buddy,Male,LOST,"Brown and back stripes. Loves people, and likes to talk. ","Hedgewood Walnut Creek, CA 94597","Hedgewood+Walnut+Creek,+CA+94597",37.9193365,-122.0780632,tabby,#D4C19E
52,https://www.pawboost.com/landing/pet/_kCBhDlnM9nf_7BGSKj_15Yn1nwpGA5X/lost-buddy-walnut-creek-ca-94597,5454671,Buddy,Male,LOST,"Brown and black stripes, super loveable. Likes to talk, and responds to ""buddy"". Please help! Small reward. ","Hedgewood Walnut Creek, CA 94597","Hedgewood+Walnut+Creek,+CA+94597",37.9193365,-122.0780632,tabby,#D4C19E
53,https://www.pawboost.com/landing/pet/zj_QHUXFTWdtxcZTnZvorB5vBuNkSYpN/lost-rayita-hayward-ca-94544,5412781,Rayita,Female,LOST,She's a black and white cat. She has white on the tip of her tail and a black spot below her mouth.,"Schafer Park Hayward, CA 94544","Schafer+Park+Hayward,+CA+94544",37.6425639,-122.08623,black_white,#A9A9A9
54,https://www.pawboost.com/landing/pet/20ts0yPAcDvaQsz0kKYKLUFsZY2Qyw7T/lost-ginger-pleasant-hill-ca-94523,5494697,Ginger,Female,LOST,"shy, friendly cat ","Downtown Pleasant Hill Pleasant Hill, CA 94523","Downtown+Pleasant+Hill+Pleasant+Hill,+CA+94523",37.9463749,-122.0620111,other,#ADD8E6
55,https://www.pawboost.com/landing/pet/KoXDO2HpWUeqBWF0mC2jkc8PNGXI8uGs/lost-beegee-pleasant-hill-ca-94523,5465289,Beegee,Male,LOST,"Black & White cat, could be described as a white cat with a black mask and cape, and a large white spot in the middle of his back and extra large ""thumbs.""  He is gentle and sweet, loves his head scratched and to be petted, dislikes being held","Near Lucille Ln & Kathleen Dr Pleasant Hill, CA 94523","Near+Lucille+Ln+and+Kathleen+Dr+Pleasant+Hill,+CA+94523",37.955504,-122.0734243,black_white,#A9A9A9
56,https://www.pawboost.com/landing/pet/17CqQ9hRjLHdQ1tNFawomERCI8BPZgpV/found-stray-thispet-piedmont-ca-94610,5499798,Unknown,Female,FOUND,"I think it might be a calico cat... Not to sure, this cat is very skinny. It could possible be a stray. Looks like A teenage cat...","Near la Salle Ave & King Ave Piedmont, CA 94610","Near+la+Salle+Ave+and+King+Ave+Piedmont,+CA+94610",37.8152561,-122.2239504,calico,#8E593C
57,https://www.pawboost.com/landing/pet/-kF0OoECqlOp9S_JwU9WJNkSNVYqvK9f/found-stray-unsure-oakland-ca-94601,5406229,Unknown,Male,FOUND,Very friendly and sweet. ,"Near 47th Ave & Ygnacio Ave Oakland, CA 94601","Near+47th+Ave+and+Ygnacio+Ave+Oakland,+CA+94601",37.774218,-122.2079612,other,#ADD8E6
58,https://www.pawboost.com/landing/pet/FOLymmKQbHJ7Wtrbu5UQLLI8SoH6-0ZT/found-stray-none-oakland-ca-94605,5445880,Unknown,Unknown,FOUND,Multi colored cat,"Near 67th Ave & Avenal Ave Oakland, CA 94605","Near+67th+Ave+and+Avenal+Ave+Oakland,+CA+94605",37.7652429,-122.186799,other,#ADD8E6
59,https://www.pawboost.com/landing/pet/T1W061MY0WgXjwk_WuXznbmZqyrTeicd/found-stray-tiger-oakland-ca-94605,5412303,Unknown,Female,FOUND,Orange white has collar with pink bow. Super friendly.  ,"Near Parker Ave & Outlook Ave Oakland, CA 94605","Near+Parker+Ave+and+Outlook+Ave+Oakland,+CA+94605",37.7683715,-122.1655665,orange,#FF9900
60,https://www.pawboost.com/landing/pet/qXEhVVZT3kWYJys1Fh_KiCX_SAjxISpy/found-stray-tiger-oakland-ca-94605,5412800,Unknown,Female,FOUND,"Super friendly and obviously lost from a family.  She is safe, fed and warm  Please spread the word so we can get her home.","Near Parker Ave & Outlook Ave Oakland, CA 94605","Near+Parker+Ave+and+Outlook+Ave+Oakland,+CA+94605",37.7683715,-122.1655665,other,#ADD8E6
61,https://www.pawboost.com/landing/pet/M-8bw1Bz6eK4Tu_mL5cpwGolfTb7cwyB/found-stray-thispet-oakland-ca-94605,5370159,Unknown,Female,FOUND,Calico Cat that I have been feeding every night for the last 2 weeks.,"Near Coach Dr & Phaeton Dr Oakland, CA 94605","Near+Coach+Dr+and+Phaeton+Dr+Oakland,+CA+94605",37.7731609,-122.1390611,calico,#8E593C
62,https://www.pawboost.com/landing/pet/QQXhIwWuqeA5sur2fglz73qmqXH5jGI7/found-stray-thispet-san-francisco-ca-94107,5447641,Unknown,Unknown,FOUND,Black cat with white chest and white paws. ,"Potrero Hill San Francisco, CA 94107","Potrero+Hill+San+Francisco,+CA+94107",37.7618242,-122.3985871,black,#003366
63,https://www.pawboost.com/landing/pet/ZsDLbMKFt9aFlZi9rnYHym4dhtL4ChyV/found-stray-thispet-san-leandro-ca-94577,5470380,Unknown,Unknown,FOUND,NEIGHBORHOOD LAST SEEN,"Harlan-Estabrook-Castro San Leandro, CA 94577","Harlan-Estabrook-Castro+San+Leandro,+CA+94577",37.7171484,-122.1556111,other,#ADD8E6
64,https://www.pawboost.com/landing/pet/nXeOeZaF9eDlESt_bH4cF2atbA45HJO0/found-stray-thispet-san-francisco-ca-94117,5509632,Unknown,Male,FOUND,Sweet male cat who loves to purr and cuddle just walked into our front door. He seemed a little lost and has no collar.,"Alamo Square San Francisco, CA 94117","Alamo+Square+San+Francisco,+CA+94117",37.7774994,-122.433252,other,#ADD8E6
65,https://www.pawboost.com/landing/pet/mLVcy1OwJVGbdwzSEn_Vmi8ECxuI5U7D/found-stray-thispet-san-francisco-ca-94115,5516397,Unknown,Male,FOUND,Orange tabby (assume it's a male). Very old/sick/injured. Brought to San Francisco Animal Care Control.,"Alamo Square San Francisco, CA 94115","Alamo+Square+San+Francisco,+CA+94115",37.7774994,-122.433252,orange,#FF9900
66,https://www.pawboost.com/landing/pet/kCiP-AJva17sSaO2yctW9vqQG37VxDAQ/found-stray-thispet-contra-costa-county-ca-94808,5409352,Unknown,Female,FOUND,"Seems to be a younger female, possible kitten. Has extra toes on her front paws. Bright blue eyes. Very friendly. Found her at the 7-eleven on Macdonald Ave in Richmond. Seemed starved when given food. ","Near W Macdonald Ave & 27th St Contra Costa County, CA 94808","Near+W+Macdonald+Ave+and+27th+St+Contra+Costa+County,+CA+94808",37.9350806,-122.3429132,other,#ADD8E6
67,https://www.pawboost.com/landing/pet/VGJqnNEEnXx9bw1LLE4FIDtx9o9QtXWG/found-stray-thispet-san-francisco-ca-94117,5463461,Unknown,Unknown,FOUND,"This cat visits me nearly every day and sleeps on my balcony sofa for hours at a time. It usually leaves at night. Looks well fed and healthy, not very feral. But no collar so assumed was homeless. I enjoy his visits, but somebody might be worried about him. ","Central Cole Valley San Francisco, CA 94117","Central+Cole+Valley+San+Francisco,+CA+94117",37.7650406,-122.4502301,other,#ADD8E6
68,https://www.pawboost.com/landing/pet/b69pWzsGP82daJoi8c-LPRV0ABdc2InI/found-stray-thispet-el-sobrante-ca-94803,5412495,Unknown,Unknown,FOUND,"Long hair gray cat with green eyes. He or she is friendly. At first I thought he/she had a home cuz he/she would just come to my back door periodically at night for food and then would leave. But in the last couple of days since it’s been raining he/she has been showing up soaking wet and cold so I let him/her in the garage. He/she really wants to come in my house. I have not yet taken him/her to see if there’s a microchip. I will this weekend. I anyone knows any information on anyone who’s been missing a gray long haired green eyed cat, please let me know. Thank you ","San Pablo Dam Rd & Castro El Sobrante, CA 94803","San+Pablo+Dam+Rd+and+Castro+El+Sobrante,+CA+94803",37.965262,-122.311283,gray,#969888
69,https://www.pawboost.com/landing/pet/-TWXkST-09E476-lDK85e1r_PZol81iA/found-stray-stray-san-leandro-ca-94578,5390137,Unknown,Female,FOUND,dilute tortie  gray and tan,"Floresta Gardens San Leandro, CA 94578","Floresta+Gardens+San+Leandro,+CA+94578",37.7050703,-122.1235054,calico,#8E593C
70,https://www.pawboost.com/landing/pet/onMIFR6jL3NsepG7CyR8ul0ugGRnk61R/found-stray-thispet-el-sobrante-ca-94803,5459678,Unknown,Male,FOUND,"Friendly, clean, and healthy looking","Near Idlewood Cir & Allview Ave El Sobrante, CA 94803","Near+Idlewood+Cir+and+Allview+Ave+El+Sobrante,+CA+94803",37.985445,-122.2991227,other,#ADD8E6
71,https://www.pawboost.com/landing/pet/JimJhcNJFlmHy13Vj1HPQJaIy7DTpVAZ/found-stray-thispet-castro-valley-ca-94552,5368948,Unknown,Male,FOUND,"Male (not neutered) approx 1 year old
White with tabby patches, very friendly, obviously missing from a home","Coldwater-Shadow Ridge Castro Valley, CA 94552","Coldwater-Shadow+Ridge+Castro+Valley,+CA+94552",37.7092024,-122.0439903,other,#ADD8E6
72,https://www.pawboost.com/landing/pet/oq00DJibakJUMLAQ44kCMjv4tg0TeoGN/reunited-jax-oakland-ca-94610,5485310,Jax,Male,SAFE,"Jax is a tabby colored cat with a white belly, paws, and a bit on his face. He’s friendly and very vocal. Fixed and declawed in the front paws.  4 years old and has only been an indoor cat.","Oakland, CA 94610","Oakland,+CA+94610",37.8104485,-122.2398636,tabby,#D4C19E
73,https://www.pawboost.com/landing/pet/8voHTy_iZxOwMzKWh4e3sJqUZ-6r7SYI/reunited-chad-oakland-ca-94606,5450995,Chad,Male,SAFE,Black and White cat (sometimes called a tuxedo cat) 10 years old but very active and friendly,"Oakland, CA 94606","Oakland,+CA+94606",37.7944092,-122.2455364,black_white,#A9A9A9
74,https://www.pawboost.com/landing/pet/uEmdVyeiT6gOhn-lN93mRZ12Uvb4_07c/reunited-justice-oakland-ca-94607,5429986,Justice,Male,SAFE,NEIGHBORHOOD LAST SEEN,"Oakland, CA 94607","Oakland,+CA+94607",37.8134679,-122.307917,other,#ADD8E6
75,https://www.pawboost.com/landing/pet/MHr71Jv79AITQCOmYLr4cEXCY_4lFp8d/reunited-loki-oakland-ca-94610,5507282,Loki,Male,SAFE,Loki has one eye but is fully blind. His tail is shorter than most. He's a tiger-striped tabby with a quarter-sized white patch on his chest. Very friendly.,"Oakland, CA 94610","Oakland,+CA+94610",37.8104485,-122.2398636,tabby,#D4C19E
76,https://www.pawboost.com/landing/pet/mi8ie5x3yxbuSXboiVqPmV8jSnERgi1n/reunited-luna-oakland-ca-94611,5396921,Luna,Female,SAFE,Microchipped. Spayed. Wearing a shiny purple collar with a red name tag. ,"Oakland, CA 94611","Oakland,+CA+94611",37.8336281,-122.2029832,other,#ADD8E6
77,https://www.pawboost.com/landing/pet/aFvQ2ZwZ-E1eBX3mLZs1VoqOQUutBR1M/reunited-romelu-oakland-ca-94608,5467952,Romelu,Male,SAFE,"8 month old brown tabby kitten, no collar, but has a microchip. ","Oakland, CA 94608","Oakland,+CA+94608",37.837959,-122.2824021,tabby,#D4C19E
78,https://www.pawboost.com/landing/pet/bWsWhpu63IwCYAxfjbnlfgejgVbb-F9B/reunited-liba-oakland-ca-94602,5454579,Liba,Female,SAFE,"Tortiseshell short hair female with light eyebrows and orange eyes, approx 2 yrs old. Shy and talkative, responds to her name.","Oakland, CA 94602","Oakland,+CA+94602",37.8015517,-122.2143323,other,#ADD8E6
79,https://www.pawboost.com/landing/pet/Uo6Jdtp_I0PLt99IKBd-BvvUEHSn8DBt/reunited-calicobunny-oakland-ca-94601,5392063,Calico Bunny,Female,SAFE,"Calico kitty, 4 years old, weighs about 5lbs.  Petite with white front legs and belly.  She got out the front door when it was accidentally left open.  Did not see her leave but she has disappeared. ","Oakland, CA 94601","Oakland,+CA+94601",37.7729273,-122.2143323,calico,#8E593C
80,https://www.pawboost.com/landing/pet/JkKj-VEdKOn1lJvicy6SoZd7sFP36k_E/reunited-raja-alameda-ca-94501,5450424,Raja,Female,SAFE,She’s a little sweet calico kitty with a cute little black dot on her lip. ,"Alameda, CA 94501","Alameda,+CA+94501",37.7712165,-122.2824021,calico,#8E593C
81,https://www.pawboost.com/landing/pet/2HDWoUbGwd3HpftqzwlcHbYR17pK2iO4/reunited-emi-berkeley-ca-94705,5380186,Emi,Female,SAFE,10 year old blue cream point Siamese mix. Very sweet. She has blue eyes and is missing one of her upper canine teeth. ,"Berkeley, CA 94705","Berkeley,+CA+94705",37.8646149,-122.2341905,other,#ADD8E6
82,https://www.pawboost.com/landing/pet/YkwM3UkqELvEPnen9uO7TlIGckSnN3Ps/reunited-mask-berkeley-ca-94703,5461742,Mask,Female,SAFE,"A long-hair calico cat with large orange, black and white spots. Last seen at the intersection of Stuart and California Streets in Berkeley on March 14th. Her name is Mask because the black spot on her face resembles an eye-mask. Semi-domesticated, sweet and mellow. Missing from her home since March 5th and may be distressed. May have spots on her belly from recent hair-mat removal. Mask is a big fan of sardines and tuna. Enjoys neck rubs and cuddles. Doesn't like to be picked up and held indoors. She recognizes as her territory the area between 1930 and 1938 Stuart Street. Please, please, please help me find her!","Berkeley, CA 94703","Berkeley,+CA+94703",37.8524741,-122.2738958,calico,#8E593C
83,https://www.pawboost.com/landing/pet/QX4EzRP-CkH9M759z6-Or2xpytiGwFfE/reunited-gomez-oakland-ca-94619,5401420,Gomez,Male,SAFE,Chubby black neutered male ,"Oakland, CA 94619","Oakland,+CA+94619",37.7936811,-122.1462193,black,#003366
