,url,ref_no,pet_name,gender,status,description,address,address_clean,latitude,longitude,color
0,https://www.pawboost.com/landing/pet/oq00DJibakJUMLAQ44kCMjv4tg0TeoGN/reunited-jax-oakland-ca-94610,5485310,Jax,Male,SAFE,"Jax is a tabby colored cat with a white belly, paws, and a bit on his face. He’s friendly and very vocal. Fixed and declawed in the front paws.  4 years old and has only been an indoor cat.","Oakland, CA 94610","Oakland,+CA+94610",37.8104485,-122.2398636,tabby
1,https://www.pawboost.com/landing/pet/8voHTy_iZxOwMzKWh4e3sJqUZ-6r7SYI/reunited-chad-oakland-ca-94606,5450995,Chad,Male,SAFE,Black and White cat (sometimes called a tuxedo cat) 10 years old but very active and friendly,"Oakland, CA 94606","Oakland,+CA+94606",37.7944092,-122.2455364,black_white
2,https://www.pawboost.com/landing/pet/uEmdVyeiT6gOhn-lN93mRZ12Uvb4_07c/reunited-justice-oakland-ca-94607,5429986,Justice,Male,SAFE,NEIGHBORHOOD LAST SEEN,"Oakland, CA 94607","Oakland,+CA+94607",37.8134679,-122.307917,other
3,https://www.pawboost.com/landing/pet/MHr71Jv79AITQCOmYLr4cEXCY_4lFp8d/reunited-loki-oakland-ca-94610,5507282,Loki,Male,SAFE,Loki has one eye but is fully blind. His tail is shorter than most. He's a tiger-striped tabby with a quarter-sized white patch on his chest. Very friendly.,"Oakland, CA 94610","Oakland,+CA+94610",37.8104485,-122.2398636,tabby
4,https://www.pawboost.com/landing/pet/mi8ie5x3yxbuSXboiVqPmV8jSnERgi1n/reunited-luna-oakland-ca-94611,5396921,Luna,Female,SAFE,Microchipped. Spayed. Wearing a shiny purple collar with a red name tag. ,"Oakland, CA 94611","Oakland,+CA+94611",37.8336281,-122.2029832,other
5,https://www.pawboost.com/landing/pet/aFvQ2ZwZ-E1eBX3mLZs1VoqOQUutBR1M/reunited-romelu-oakland-ca-94608,5467952,Romelu,Male,SAFE,"8 month old brown tabby kitten, no collar, but has a microchip. ","Oakland, CA 94608","Oakland,+CA+94608",37.837959,-122.2824021,tabby
6,https://www.pawboost.com/landing/pet/bWsWhpu63IwCYAxfjbnlfgejgVbb-F9B/reunited-liba-oakland-ca-94602,5454579,Liba,Female,SAFE,"Tortiseshell short hair female with light eyebrows and orange eyes, approx 2 yrs old. Shy and talkative, responds to her name.","Oakland, CA 94602","Oakland,+CA+94602",37.8015517,-122.2143323,other
7,https://www.pawboost.com/landing/pet/Uo6Jdtp_I0PLt99IKBd-BvvUEHSn8DBt/reunited-calicobunny-oakland-ca-94601,5392063,Calico Bunny,Female,SAFE,"Calico kitty, 4 years old, weighs about 5lbs.  Petite with white front legs and belly.  She got out the front door when it was accidentally left open.  Did not see her leave but she has disappeared. ","Oakland, CA 94601","Oakland,+CA+94601",37.7729273,-122.2143323,calico
8,https://www.pawboost.com/landing/pet/JkKj-VEdKOn1lJvicy6SoZd7sFP36k_E/reunited-raja-alameda-ca-94501,5450424,Raja,Female,SAFE,She’s a little sweet calico kitty with a cute little black dot on her lip. ,"Alameda, CA 94501","Alameda,+CA+94501",37.7712165,-122.2824021,calico
9,https://www.pawboost.com/landing/pet/2HDWoUbGwd3HpftqzwlcHbYR17pK2iO4/reunited-emi-berkeley-ca-94705,5380186,Emi,Female,SAFE,10 year old blue cream point Siamese mix. Very sweet. She has blue eyes and is missing one of her upper canine teeth. ,"Berkeley, CA 94705","Berkeley,+CA+94705",37.8646149,-122.2341905,other
10,https://www.pawboost.com/landing/pet/YkwM3UkqELvEPnen9uO7TlIGckSnN3Ps/reunited-mask-berkeley-ca-94703,5461742,Mask,Female,SAFE,"A long-hair calico cat with large orange, black and white spots. Last seen at the intersection of Stuart and California Streets in Berkeley on March 14th. Her name is Mask because the black spot on her face resembles an eye-mask. Semi-domesticated, sweet and mellow. Missing from her home since March 5th and may be distressed. May have spots on her belly from recent hair-mat removal. Mask is a big fan of sardines and tuna. Enjoys neck rubs and cuddles. Doesn't like to be picked up and held indoors. She recognizes as her territory the area between 1930 and 1938 Stuart Street. Please, please, please help me find her!","Berkeley, CA 94703","Berkeley,+CA+94703",37.8524741,-122.2738958,calico
11,https://www.pawboost.com/landing/pet/QX4EzRP-CkH9M759z6-Or2xpytiGwFfE/reunited-gomez-oakland-ca-94619,5401420,Gomez,Male,SAFE,Chubby black neutered male ,"Oakland, CA 94619","Oakland,+CA+94619",37.7936811,-122.1462193,black
12,https://www.pawboost.com/landing/pet/lk5N64OHGnAsB5oy_oToZTlYlpPP-__A/reunited-patrick-oakland-ca-94621,5453244,Patrick,Male,SAFE,He is black with white on his chest with a dark blue collar name is patrick. If someone at these apartment by ne has him please let him out he knows his way home,"Oakland, CA 94621","Oakland,+CA+94621",37.7347438,-122.2143323,black_white
13,https://www.pawboost.com/landing/pet/3zB6dNMFD324MNDU1xFVT-jnltrm8NTL/reunited-bunsen-oakland-ca-94605,5432790,Bunsen,Male,SAFE,"tuxedo, black paw pads, missing hair from middle of tai/injuredl ","Oakland, CA 94605","Oakland,+CA+94605",37.7554905,-122.1462193,black_white
14,https://www.pawboost.com/landing/pet/hJHBwOXJLRXqw2VFBuCi23oZOzU_fqFy/reunited-angie-alameda-ca-94502,5496861,Angie,Male,SAFE,Orange Tabby about 7-8 years old. Wears faint green collar.,"Alameda, CA 94502","Alameda,+CA+94502",37.7339032,-122.2483726,orange
15,https://www.pawboost.com/landing/pet/upymCcdHy9DPYzZREj7f74X25Rum3g6_/reunited-tinybear-oakland-ca-94605,5452090,Tiny Bear,Male,SAFE,"We are out of town and our housesitter accidentally left a window open and both cats got through the screen. They have only found one of our cats, Tiny Bear is still missing :( He is a large, black fluffy long-haired cat, with one white whisker and a white spot on his stomach. He is chipped but is not wearing a collar. He is shy but very sweet and does not bite or scratch. Please let us know if you have seen him! ","Oakland, CA 94605","Oakland,+CA+94605",37.7554905,-122.1462193,other
16,https://www.pawboost.com/landing/pet/JeIPU6DIFOPoxxBhcbyCJu-rdiPZA0qZ/reunited-thispet-albany-ca-94706,5442848,this pet,Male,SAFE,Orange shorts haired tabby,"Albany, CA 94706","Albany,+CA+94706",37.8883952,-122.2965778,orange
17,https://www.pawboost.com/landing/pet/JKlQYPVwa8-cH_1eUYzIqyMWnDla8Jd5/reunited-teto-san-francisco-ca-94133,5506147,Teto,Female,SAFE,"Black, grey, brown stripped. Small short haired domestic breed ","San Francisco, CA 94133","San+Francisco,+CA+94133",37.8059887,-122.4099154,other
18,https://www.pawboost.com/landing/pet/NjQEuwaWfr2-ENjrRNse-Y4MvY5A6LYo/reunited-thispet-san-francisco-ca-94110,5394061,this pet,Female,SAFE,OWNER WAS LOCATED< please disregard post. ,"San Francisco, CA 94110","San+Francisco,+CA+94110",37.7485824,-122.4184108,other
19,https://www.pawboost.com/landing/pet/fCk3s2CpY5Zfd045rFdm1zPGLAtr8ySi/reunited-indya-san-leandro-ca-94577,5405044,Indya,Female,SAFE,"All black cat, 7 lbs, green eyes. May or may not still be wearing her green collar with purple tags showing our former Seattle address.","San Leandro, CA 94577","San+Leandro,+CA+94577",37.7199247,-122.1689284,black
20,https://www.pawboost.com/landing/pet/IaodMqZNNI9wv4_p0kOu_yQDsfd8DEgL/reunited-jonah-san-francisco-ca-94110,5469925,Jonah,Male,SAFE,"Grey/brown tabby, medium sized, greenish eyes","San Francisco, CA 94110","San+Francisco,+CA+94110",37.7485824,-122.4184108,tabby
21,https://www.pawboost.com/landing/pet/76x-B_g-OBdSREOSXv_m4FYNOtDnDvTU/reunited-gingerandelsa-san-leandro-ca-94577,5397621,Ginger And Elsa,Female,SAFE,Light Orange and gray tort,"San Leandro, CA 94577","San+Leandro,+CA+94577",37.7199247,-122.1689284,orange
22,https://www.pawboost.com/landing/pet/0eNLynqlGWepNhB--fyLYZubzBkC81Xg/reunited-kurtis-san-francisco-ca-94115,5461445,Kurtis,Male,SAFE,"Large fluffy gray cat with white on face, chest, tummy and paws","San Francisco, CA 94115","San+Francisco,+CA+94115",37.7877522,-122.4382307,gray
23,https://www.pawboost.com/landing/pet/ESYwQLtGkqXMKitPX2gtVQn_RpxG46df/reunited-keanu-san-francisco-ca-94134,5467339,Keanu,Male,SAFE,"Domestic shorthair, brown tabby. He is wearing a pink and white collar with a pink bell, no name tags.","San Francisco, CA 94134","San+Francisco,+CA+94134",37.7202042,-122.4099154,tabby
24,https://www.pawboost.com/landing/pet/QfFNEkuwYyJIfH2fp-KZt2tyLQvVdNDJ/reunited-chickadee-san-francisco-ca-94117,5505580,Chickadee,Female,SAFE,Black and white fluffy female Norwegian Forest mix. Has claws. Spayed. Quiet voice Sweet and playful. 6 years old.,"San Francisco, CA 94117","San+Francisco,+CA+94117",37.7717185,-122.4438929,black_white
25,https://www.pawboost.com/landing/pet/ujMSp_UJaNiBhHeffyqy772QBMqACb9i/reunited-nutmeg-san-francisco-ca-94131,5430516,Nutmeg,Female,SAFE,"White, with mixed brown-striped and orange patches. ","San Francisco, CA 94131","San+Francisco,+CA+94131",37.7401042,-122.4382307,white
26,https://www.pawboost.com/landing/pet/ZCFsE9FDhmERSJuinjf20Ka0fvj2vGKY/reunited-sodapop-san-francisco-ca-94117,5397137,Soda Pop,Male,SAFE,"He might be anywhere! Someone may have seen him in the Sunset! He is sweet, fluffy when not wet, Gray, loves the containers treets come in and the sound they make.","San Francisco, CA 94117","San+Francisco,+CA+94117",37.7717185,-122.4438929,other
